2,4089,25.4,39,-19.84,1.12,23,0.9999,177.5,0
2,3995,20.2,44,-21.54,1.18,28.4,5.97,0.9999,0
2,4039,20.2,44,-20.22,0.9,20,2.88,0.9999,0
2,5763,47.5,59,-20.07,0.83,28.6,3.54,0.9999,0
2,5704,47.5,59,-19.97,0.89,26.1,3.25,274.9,0
2,3355,17.5,122,-18.65,0.79,31.7,2.88,0.9999,0
2,3477,17.5,122,-21.51,1.48,0,0.9999,0.9999,0
2,5267,10.7,72,-20.23,0.66,97.7,4.81,0.9999,1
2,5338,10.7,72,-20.86,0.77,71.8,3.91,290.5,1
2,7917,30.4,35,-20.68,0.69,39.9,3.51,0.9999,0
2,7882,30.4,35,-20.35,0.91,86.3,3.48,0.9999,0
2,4366,40.3,27,-20.95,1.29,9.3,0.9999,0.9999,0
2,4339,40.3,27,-19.55,0.7,29.9,2.88,0.9999,0
2,3162,4.2,76,-19.73,0.55,86.7,3.79,198.8,0
2,3086,4.2,76,-18.89,0.56,100.2,2.88,62.6,0
2,2330,5.3,149,-20.3,1.51,0,0.9999,432.8,0
2,2479,5.3,149,-18.3,0.99,21.7,2.95,0.9999,0
3,2984,32.6,48,-20.46,1.34,42.3,6.52,0.9999,1
3,3033,50.2,31,-18.55,0.84,20.8,2.88,0.9999,1
4,10778,10.6,262,-22.36,1.72,0,0.9999,0.9999,0
4,11394,10.6,262,-22.36,1.72,0,0.9999,0.9999,0
4,11040,30.9,220,-21.89,1.3,12.9,0.9999,0.9999,0
4,11260,31.4,134,-20.18,0.98,21.6,3.39,0.9999,0
2,2488,48.4,130,-19.34,1.07,33.2,4.98,0.9999,0
2,2618,48.4,130,-201.14,2.31,13.2,0.9999,0.9999,0
3,6056,16.6,802,-21.26,1.52,6.2,0.9999,427.8,0
3,5100,7.3,956,-20.62,1.61,0,0.9999,0.9999,0
3,6858,7.3,802,-23.88,1.34,0,0.9999,0.9999,0
2,8318,41.9,120,-20.46,1.18,14.1,2.88,0.9999,1
2,8438,41.9,120,-21.39,1.58,0,0.9999,0.9999,0
2,8490,6.1,102,-21.65,1.35,25.1,0.9999,0.9999,0
2,8591,6.1,102,-20.82,1.7,29.8,0.9999,0.9999,0
3,3065,42.9,49,-22.31,1.93,8,0.9999,0.9999,0
3,3005,42.2,11,-19.45,1.24,10.2,0.9999,227.9,0
3,3016,42.2,11,-20.83,1.5,0,0.9999,0.9999,0
2,5988,21.8,17,-21.01,1.58,13.5,0.9999,0.9999,0
2,5971,21.8,17,-20.11,0.73,43.3,2.99,0.9999,0
2,7533,11.2,151,-20.95,1.41,10.9,0.9999,399,1
2,7382,11.2,151,-22.76,0,,0.9999,0.9999,1
2,6886,15.9,646,-20.53,1.64,7.1,0.9999,296.8,0
2,7532,15.9,646,-22.42,1.56,0,0.9999,0.9999,0
2,7243,29.7,125,-20.77,1.24,51.4,6.1,0.9999,1
2,7118,29.7,125,-20.93,1.4,6.3,0.9999,0.9999,1
2,7538,26.5,276,-21.75,1.2,11.2,0.9999,0.9999,1
2,7814,26.5,276,-21.64,1.46,10.3,0.9999,441.5,1
2,3653,10.1,117,-20.06,1.02,32.6,3.65,274.5,0
2,3771,10.1,117,-18.67,0.48,58.9,3.6,0.9999,0
2,6169,12,58,-21.47,1.64,45,3.79,0.9999,0
2,6227,12,58,-19.36,0.83,0,0.9999,0.9999,0
2,3015,31.9,336,-18.87,0.96,12.8,0.9999,195,0
2,6896,53.8,152,-20.07,1.47,0,0.9999,0.9999,0
2,2676,10.7,74,-20.87,1.27,37.3,7,314.9,0
2,2602,10.7,74,-21.32,1.65,0,0.9999,404.5,0
2,3267,12.6,59,-19.8,1.15,12.1,0.9999,224.1,1
2,3208,12.6,59,-21.36,1.41,15.9,3.71,0.9999,1
4,3164,5.2,85,-19.73,0.25,34.7,2.88,126.1,0
4,3259,5.2,65,-19.73,0.68,152.3,3.12,117.6,0
4,3079,17.1,85,-20.89,1.11,22.6,3.36,0.9999,0
2,4820,41.8,124,-21.09,1.41,8.6,0.9999,340.9,0
4,3325,17.1,65,-21.32,0.63,79.3,3.85,61.5,0
2,4696,41.8,124,-21.11,0.84,47.3,4.2,258.5,0
2,6310,27.3,80,-20.02,0.6,21.4,2.88,73.6,0
2,6230,27.3,80,-21.12,1.24,7.6,0.9999,348.7,0
2,3998,54.5,183,-20.34,1.28,34,4.49,288.2,0
2,3816,54.5,183,-21.15,1.47,0,0.9999,332,0
3,3790,29.4,223,-21.88,1.64,0,0.9999,0.9999,0
3,4031,17,18,-20.69,1.34,0,0.9999,0.9999,0
3,4013,17,18,-21.2,1.75,8.9,0.9999,359.2,0
3,4944,29.8,138,-19.89,1.13,11.6,0.9999,0.9999,0
3,4806,31.5,46,-21.22,1.41,5,0.9999,0.9999,0
3,4761,29.8,46,-21.13,1.35,15.4,0.9999,247.5,0
2,6623,12.1,15,-21.8,1.46,14.4,0.9999,411,1
2,6608,12.1,15,-21.75,1.57,14.4,0.9999,0.9999,1
2,6158,32.7,160,-21.38,1.68,0,0.9999,0.9999,1
2,5998,32.7,160,-20.87,1.56,0,0.9999,0.9999,1
2,6329,30.5,38,-20.18,0.74,39.5,2.88,0.9999,1
2,6367,30.5,38,-20.56,0.94,47.3,3.8,0.9999,1
4,6492,19.4,406,-20.91,1.44,5.4,0.9999,211.3,0
4,6979,19.4,81,-21.91,1.5,0,0.9999,0.9999,0
2,2360,11.1,130,-18.77,0.92,28.7,2.88,210.2,1
2,2490,11.1,130,-21.51,1.59,0,0.9999,392.1,1
2,6974,25.2,409,-22.42,1.69,0,0.9999,638.7,0
2,7384,25.2,409,-20.6,1.22,8,0.9999,0.9999,0
5,2282,8.2,35,-21.69,1.67,0,0.9999,0.9999,0
5,2317,8.2,35,-21.46,1.67,0,0.9999,0.9999,0
2,2830,19.7,28,-18.98,0.58,0.62,4.58,42.1,0
2,2802,19.7,28,-18.14,0.62,30.7,3.64,0.9999,0
2,11599,42.4,189,-21.24,1.6,6.4,0.9999,0.9999,0
2,11788,42.4,189,-21.44,1.62,5.5,0.9999,404.1,0
2,2874,13.5,37,-20.89,2.07,0,0.9999,444.8,1
2,2838,13.5,37,-19.39,1,7.1,0.9999,55.4,1
2,4661,46.4,67,-21.21,1.48,0,0.9999,349,1
2,4728,46.4,67,-20.16,1.39,13.7,2.88,291.3,1
2,2667,30,11,-19.78,1.4,42.1,5.41,242.6,1
2,2656,30,11,-19.7,0.89,27.1,2.88,204.3,1
2,5601,29.3,113,-20.94,0.97,30.6,3.06,248.6,0
2,5715,29.3,113,-19.72,0.89,34.8,3.96,189.2,0
3,6704,34.2,55,-20.17,1.3,15,0.9999,191.8,1
3,6541,20,163,-21.25,1.4,12.9,0.9999,328.6,1
3,6759,20,55,-22.4,1.63,8.2,0.9999,0.9999,1
2,4838,29,18,-22.15,1.53,0,0.9999,439.2,0
2,4856,29,18,-22.36,1.63,0,0.9999,488.1,0
2,5787,18.4,254,-21.73,1.69,4.1,0.9999,540.9,0
2,5533,18.2,254,-21.46,1.68,,0.9999,0.9999,0
2,6230,57.2,450,-21.7,1.38,4.1,0.9999,540.9,0
2,5780,52.7,450,-21.87,1.62,0,0.9999,0.9999,0
2,10610,14.6,49,-22.24,1.02,11.2,0.9999,0.9999,1
2,10659,14.6,49,-21.77,2.24,7.5,0.9999,0.9999,1
2,10892,38.3,305,-21.58,1.2,23.9,5.49,0.9999,0
2,10586,38.3,305,-21.98,0.71,54.7,3.48,0.9999,0
2,10230,13,254,-21.8,1.03,44.2,4.52,0.9999,0
2,9977,13,254,-20.71,1.07,23.9,2.88,0.9999,0
2,12427,18.6,301,-22.82,1.68,3.8,0.9999,0.9999,0
2,12728,18.6,301,-22.66,1.81,6.5,0.9999,512.1,0
2,10302,76.2,923,-22.04,1.6,0,0.9999,0.9999,0
2,11225,76.2,923,-21.33,1.26,32.5,6.86,0.9999,0
2,10150,47.8,630,-22.44,1.77,4.4,0.9999,639.5,0
2,9520,47.8,630,-22.19,1.62,0,0.9999,0.9999,0
2,4944,15.6,146,-20.24,1.28,14.4,0.9999,243.3,1
2,4798,15.6,146,-20.33,1.23,13.6,0.9999,0.9999,1
2,2926,20.1,138,-19.31,0.84,10.4,0.9999,0.9999,0
2,3064,20.1,138,-21.45,1.39,0,0.9999,0.9999,0
2,4608,42.4,374,-20.29,1.4,0,0.9999,0.9999,0
2,4982,42.4,374,-22.89,1.72,0,0.9999,520.9,0
2,4095,50.3,113,-19.63,0.85,34.9,4.55,152.4,0
2,4208,50.3,113,-20.61,1.38,29.7,7.22,352.8,0
2,5089,21.4,196,-21.61,1.48,0,0.9999,0.9999,1
2,5286,21.4,196,-20.9,1.33,14.4,0.9999,307.7,1
2,8365,17.3,180,-21.12,1.39,0,0.9999,0.9999,1
2,8085,17.3,180,-20.93,0.96,31.2,3.7,0.9999,1
2,5441,24.3,880,-21.14,1.31,14.6,4.42,326.4,1
2,6322,24.3,880,-21.88,1.45,0,0.9999,0.9999,1
2,4979,11.3,132,-21.81,1.47,14.8,0.9999,322.1,0
2,4846,11.3,132,-21.13,1.08,15.4,0.9999,149.6,0
2,6985,5.1,53,-21.13,0.69,71.5,5.02,0.9999,1
2,6931,5.1,53,-20.14,0.63,57.4,3.18,0.9999,1
2,6017,8.6,52,-19.63,0.82,23.9,3.93,0.9999,1
2,5965,8.6,52,-20.44,1.16,19.9,2.88,237.4,1
2,2888,26.1,48,-20.63,1.41,17.6,3.53,279,1
2,2840,26.1,48,-22.27,1.45,13.9,0.9999,434,1
3,6225,46,132,-20.42,1.08,14.8,3.57,204.2,1
2,3069,52.8,738,-19.93,0.98,9.6,2.88,0.9999,1
3,6357,18.5,132,-21.1,1.2,19.9,4.15,279.6,0
3,6032,18.5,193,-20.84,1.05,17.5,2.88,229.9,0
2,3052,13.6,56,-20.26,1.37,0,0.9999,0.9999,0
2,3108,13.6,56,-20.26,0.8,22.1,3.06,201.9,0
4,5603,32.2,18,-19.97,0.94,21.2,3.18,129.7,1
4,4349,13.5,321,-20.97,0.76,52.7,3.96,0.9999,1
4,4669,13.5,321,-23.06,1.36,46.4,6.4,696.4,0
4,5621,32.2,18,-21.56,1.42,53.6,8.22,0.9999,0
2,5154,12.8,69,-21.72,1.52,0,0.9999,0.9999,1
2,5085,12.8,69,-21.56,1.62,0,0.9999,250.1,0
2,4550,15.5,258,-22.11,1.9,14.4,0.9999,545,0
2,4809,15.5,258,-21.19,2.08,10.1,0.9999,430,0
